,id,name,slug,created_at,updated_at,keywords,deleted_at,searchable,franchise,New_id
122,437,Ceiling/Cassette Air Cond (1hp) Chemical Service,ceiling-cassette-air-cond-1hp-chemical-service,9/1/2017 7:21,04:46.6,Ceiling/Cassette Air Cond (1hp) Chemical Service,,f,,508.0
123,438,Ceiling/Cassette Air Cond (2hp) Chemical Service,ceiling-cassette-air-cond-2hp-chemical-service,9/1/2017 7:29,04:46.6,Ceiling/Cassette Air Cond (2hp) Chemical Service,,f,,508.0
124,439,Ceiling/Cassette Air Cond (3hp) Chemical Service,ceiling-cassette-air-cond-3hp-chemical-service,9/1/2017 7:39,04:46.6,Ceiling/Cassette Air Cond (3hp) Chemical Service  Ceiling/Cassette Air Cond (3hp) Chemical Service,,f,,508.0
125,440,Ceiling/Cassette Air Cond (4-6hp) Chemical Service,ceiling-cassette-air-cond-4-6hp-chemical-service,9/1/2017 8:05,04:46.6,Ceiling/Cassette Air Cond (4-6hp) Chemical Service  Ceiling/Cassette Air Cond (4-6hp) Chemical Service,,f,,508.0
126,239,Chairs / Tables Rental,chairs-tables-rental,3/12/2015 16:21,04:46.6,Chairs / Tables Rental  ,10/12/2015 5:10,f,,239.0
127,267,Chairs/Tables Rental,chairs-tables,3/12/2015 16:21,06:59.8,Chairs/Tables,,f,,267.0
128,358,Chiropractor,chiropractor,3/12/2015 16:21,04:46.6,Chiropractor  ,29/11/2016 10:23,f,,358.0
129,71,Circuit / Functional Training,circuit-functional-training,1/11/2014 21:25,04:46.6,Circuit / Functional Training,29/11/2016 10:23,f,,71.0
130,352,Classes,classes,3/12/2015 16:21,04:46.6,Other classes  ,29/11/2016 10:23,f,,352.0
131,119,Cleaner Service,cleaner-service,16/4/2015 0:54,04:46.6,,29/11/2016 10:23,f,,119.0
132,118,Cleaning Service,cleaning-service,16/4/2015 0:12,04:46.6,Cleaning Service  ,16/4/2015 0:13,f,,522.0
133,397,Cleaning Service (1 session),cleaning-service-1-session,28/8/2016 12:44,23:00.5,Cleaning Service (1 session),,f,,522.0
134,461,"Cleaning Service (1 session, 2 hours) (Penang)",cleaning-service-1-session-2-hours-penang,10/3/2017 7:15,58:37.4,"Cleaning Service (1 session, 2 hours) (Penang)",,f,,522.0
135,462,"Cleaning Service (1 session, 4 hours) (Penang)",cleaning-service-1-session-4-hours-penang,10/3/2017 7:20,24:46.2,"Cleaning Service (1 session, 4 hours) (Penang)",,f,,522.0
136,115,Cleaning Services,cleaning-services,7/4/2015 3:38,04:46.6,,29/11/2016 11:11,f,,522.0
137,311,Coding,coding,3/12/2015 16:21,04:46.6,Coding  ,29/11/2016 10:46,f,,311.0
138,240,Comedian & Entertainer,comedian-entertainer,3/12/2015 16:21,04:46.6,Comedian & Entertainer  ,29/11/2016 10:47,f,,240.0
139,312,Comedy,comedy,3/12/2015 16:21,04:46.6,Comedy  ,29/11/2016 10:47,f,,312.0
140,52,Commercial Photography,commercial-photography,1/11/2014 21:25,10:22.6,Commercial Photography Photographer Picture Image Portraiture Beach Casual Elegant Simple Indoor Outdoor Photo Edits Photo Album Photo Printing Album Printing Photo Frame Picture Frame Studio Corporate Product Advertisement Merchandising Merchandise Produce Placement Placement Promote Promotion Product Brochures Leaflet Menu CafŽ Restaurant Office Store Mall Business Corporation Services Product Line Food Fashion Magazine Editorial Catalog Catalogue Catwalk Modelling Street Buildings Urban Nature People Landscape Interior Exterior Capture Moment Professional Photographer Corporate Photography ,,t,,51.0
141,149,Commercial Photography 69e1c17e 6251 4c49 Aace 4dcb8252efef,commercial-photography-69e1c17e-6251-4c49-aace-4dcb8252efef,26/7/2015 11:40,04:46.6,Commercial Photography  Commercial Photography,23/11/2016 6:49,f,,51.0
142,56,Commercial Videography,commercial-videography,1/11/2014 21:25,04:46.6,Commercial Videography Videographer Picture Image Portraiture Beach Casual Elegant Simple Indoor Outdoor Video Edits Studio Corporate Product Advertisement Merchandising Merchandise Produce Placement Placement Promote Promotion Product Brochures Leaflet Menu CafŽ Restaurant Office Store Mall Business Corporation Services Product Line Food Fashion Magazine Editorial Catalog Catalogue Catwalk Modelling Street Buildings Urban Nature People Landscape Interior Exterior Capture Recording Moment ,,t,,55.0
143,14,Concreting,concreting,1/11/2014 21:25,14:54.7,Concreting Concrete Touch Up Repair Contractor Landscaper Plasterer Wall Floor Drive Way Garage Road Car Porch General Contractor Concreting Contractor Tar Concretor Konkrit Textured Concrete Decorative Concrete Stained Concrete Concrete Expert Concrete Contractor Concrete Floor Renovation Renovate Outdoor Contractor Outdoor General Handyman General Contracting Handyman Handyman Contractor,,t,f,14.0
144,183,Confinement Lady,confinement-lady,3/12/2015 16:21,04:46.6,Confinement Lady  ,6/12/2016 9:10,f,,183.0
145,384,Cookies & Pastries,pastries,9/12/2015 10:03,09:39.8,Pastries  pastries baker cookies,,f,,384.0
146,313,Cooking Classes,cooking,3/12/2015 16:21,08:33.1,Cooking Classes,,f,,313.0
147,84,Corporate Event Hair Styling,corporate-event-hair-styling,1/11/2014 21:25,04:46.6,Corporate Event Hair Styling Corporate Event Company Event Event Function Special Occasion Hair Extensions Custom Hair Pieces False Eyelashes Tiara Eyebrow Shaping Hairdresser Model Photoshoot Artist ,6/12/2016 9:10,f,,77.0
148,93,Corporate Event Makeup,corporate-event-makeup,1/11/2014 21:25,04:46.6,Corporate Event Makeup Corporate Event Company Event Event Function Special Occasion Hair Extensions Custom Hair Pieces False Eyelashes Tiara Eyebrow Shaping Body Shimmer Body Foundation Makeup Primer Dress Changing Saree Draping Henna Tattooing Artist ,8/12/2016 4:07,f,,87.0
149,141,Corporate Event Photography,corporate-event-photography,11/7/2015 5:13,04:46.6,Event Photography,26/7/2015 11:38,f,,51.0
150,144,Corporate Event Videography,corporate-event-videography,11/7/2015 5:18,04:46.6,Corporate Event Videography,26/7/2015 11:26,f,,55.0
151,259,Costume Rental,costume-rental,3/12/2015 16:21,04:46.6,Costume Rental  ,8/12/2016 4:07,f,,259.0
152,359,Counseling,counseling,3/12/2015 16:21,04:46.6,Counceling  ,8/12/2016 4:07,f,,359.0
153,314,CRM Training,crm-training,3/12/2015 16:21,04:46.6,CRM Training  ,8/12/2016 4:08,f,,314.0
154,109,Curtain & Drapes Making and Installation,curtain-drapes-making-and-installation,28/11/2014 3:04,14:13.2,"Curtain Installation, eyelet, pleat, living room curtain, kitchen curtain, cascades, rod pocket, pleated, pinched, tab top, cotton curtains, silk curtains, wool curtains, linen curtains, polyester curtains, cotton drapes, silk drapes, wool drapes, linen drapes, polyester drapes, valence, sheers, tiers, bathroom curtain, dining room curtain, bedroom curtain, office curtain, bathroom drapes, dining room drapes, bedroom drapes, office drapes, custom make, custom made, custom made curtains,  soft furnishings, curtains, curtain installing, install curtains, custom made curtains, customise curtain, customize curtain, interior curtain, design curtains, designer curtains, home decor, fabric curtain, curtain fabric, langsir, country curtains, window curtain, window fashion, window fabric General Handyman General Contracting Handyman Handyman Contractor",,t,f,34.0
155,158,Curtains & Blinds,curtains-blinds,3/12/2015 16:21,04:46.6,Curtains & Blinds  ,8/12/2016 4:08,f,,158.0
156,385,Custom Cakes,custom-cakes,9/12/2015 10:16,04:46.6,Custom Cakes  custome cakes birthday cake party cake wedding cake ,8/12/2016 4:09,f,,385.0
157,156,Custom Cakes (Tiered / Non-Tiered),custom-cakes-pastries,9/10/2015 9:14,11:50.5,"Custom Cakes & Pastries  Cakes, custom cakes, birthday cake, cupcakes, muffins, cookies",,f,,156.0
158,381,Custom Jewelry,custom-jewelry,9/12/2015 6:28,10:31.0,Custom Jewelry  jewelry custom jewelry wedding jewelry ,,f,,381.0
159,458,"Daily Office / Commercial Cleaning (1 month, 20 sessions)",daily-office-commercial-cleaning-1-month-20-sessions,8/3/2017 5:47,53:54.9,"Daily Office / Commercial Cleaning (1 month, 20 sessions)",,f,,58.0
160,460,"Daily Office / Commercial Cleaning (1 month, 20 sessions) (Penang)",daily-office-commercial-cleaning-1-month-20-sessions-penang,10/3/2017 7:07,53:13.0,"Daily Office / Commercial Cleaning (1 month, 20 sessions) (Penang)",,f,,58.0
161,315,Dance,dance,3/12/2015 16:21,04:46.6,Dance  ,8/12/2016 4:09,f,,315.0
162,222,Data Entry,data-entry,3/12/2015 16:21,36:07.7,Data Entry,,f,,222.0
163,386,Data Recovery,data-recovery,10/12/2015 4:20,10:24.3,Data Recovery  data recovery software repair hardware repair data recover,,t,,386.0
164,268,Deco,deco,3/12/2015 16:21,04:46.6,Deco  ,8/12/2016 4:18,f,,268.0
165,507,Digital Lock Installation (Deadbolt Lock),digital-lock-installation-deadbolt-lock,05:30.3,46:48.9,Digital Lock Installation (Deadbolt Lock),,f,f,153.0
166,506,Digital Lock Installation (Mortise Lock),digital-lock-installation,18:22.6,47:04.1,Sciener Digital Lock Installation,,f,f,153.0
167,600,Dispatch Services,dispatch-services,29:04.3,04:32.2,Dispatch Services Dispatch Riders Dispatch Drivers Parcel Document Large Package Fast Same Day Delivery Urgent Office Boy Runner Delivery Errands On Demand Dispatch Assistant  Document Delivery Post Pos Mail Send,,t,f,600.0
168,686,Disposal Service,disposal-service,56:41.0,00:25.4,disposal sampah buang remove removal furniture mattress shelves waste,,t,f,686.0
169,241,DJ,dj,3/12/2015 16:21,04:46.6,DJ  ,,f,,241.0
170,627,Dog Training,dog-training,56:44.5,03:34.5,Dog Training Pet Train Obedience Protection Guard Leash Puppy Anjing Latih,,t,f,627.0
171,113,Door Installation,door-installation,8/1/2015 7:48,30:22.1,Door Installation  door pintu doors install change entrance way entranceway doorway,,f,,34.0
172,609,Drill and Hang,drill-and-hang,25:34.6,25:52.1,Drill Hang Hanging Photo Frame Wall Clock,,f,,609.0
173,184,Dry Cleaning,dry-cleaning,3/12/2015 16:21,04:46.6,Dry Cleaning  ,8/12/2016 4:18,f,,184.0
174,270,Editor,editor,3/12/2015 16:21,04:46.6,Editor  ,8/12/2016 6:21,f,,270.0
175,685,Elderly Home Care,elderly-home-care,17:47.2,38:16.6,"elderly home care, care, old people, patient, elderly, bed-ridden, home care, elderly care, elderly, nursing home, care home, elder care, senior care, care, in home care, home care agency, elder home care, home care services, elderly care home, old folks home, caring for the elderly, elderly home, home health, Malaysia elderly care, personal home care, elderly patients care, activities for elderly in care homes, senior home care, quality home care, elderly house, nursing homes, home care job, maid, in house maid, caregiving,caregiver, cargiving,caregiving fund, caregiving fund,caregivers, ditl in caregiving, caregiving routine, caregiving subject, caregiving open bed demo, fundamentals of caregiving, caregiving occupied bed demo, aging, senior care,caring,caregiver (profession), assisted living, care,family caregiver,care giving, health, alzheimer's disease, health care, caregivers aging, caregiver meaning, parkinson's, adl, assisted daily living",,t,f,685.0
176,6,Electrical Wiring / Power Point,wiring-power-point,1/11/2014 21:25,13:02.1,"electrician wireman electric, electrical Wiring / Power Point Install Wiring Repair  Wiring Relocate Inspection Power Point Air Conditioner Fan Water Heater Lighting Hilang Power Takde Power Takde Elektrik Appliance Fridge Oven Tv Electrician Electrical Blackout Trip Fuse Blown Fuse Power Out Microwave Washing Machine Juruelektrik Distribution Board Db Tenaga Electricity Power Trip No Electricity Short Circuit No Power Microwave General Handyman General Contracting Handyman Handyman Contractor",,t,f,6.0
177,242,Emcee,emcee,3/12/2015 16:21,38:22.0,Emcee,,f,,242.0
178,72,Endurance Training,endurance-training,1/11/2014 21:25,04:46.6,Endurance Training Stamina Endurance Training Gym Exercise Fit Fitness Personal Trainer Instructor Health Sports Coach Running Athletic Treadmill Lose Weight Weight Loss Get Fit Trainer Professional Trainer Weight Loss Lose Weight Get Fit ,8/12/2016 6:21,f,,72.0
179,80,Engagement / ROM Hair Styling,engagement-rom-hair-styling,1/11/2014 21:25,04:46.6,Engagement / Rom Hair Styling,8/12/2016 6:32,f,,77.0
180,90,Engagement / ROM Makeup,engagement-rom-makeup,1/11/2014 21:25,04:46.6,Engagement / Rom Makeup,,f,,87.0
181,104,Engagement / Wedding Planning,engagement-wedding-planning,11/11/2014 19:26,08:29.6,Engagement / Wedding Planning Budget Budgetary Budget Planning Budgetary Planning Wedding Consultation Bridal Consultation Ceremony Booking Wedding Planner Wedding Suppliers Wedding Decor Suppliers Marriage License Marriange Licence Wedding Officiant Wedding Official Vendors Bridal Vendor Caterer Florist Transportation Favors Reception Rehearsal Itinerary Itineraries Preparing Directing Ceremony Ceremonies Receptions Vendors Contracting Vendors Hiring Suppliers Hiring Vendors Wedding Suppliers Wedding Supplies Jewelery Booking Venue Nikah Tea Ceremony Church Reception Registration Of Marriage Rom Lunch Reception Dinner Reception Mehndi Ceremony Sangeet Ceremony Attendee List Planning Venue Booking Style Advice Design Advice Theme Advice Photographer Videographer Makeup Artist Caterer Dj Florist Cake Designer Bridal Wear Emcee Bridal Planning Engagement Planning ,,t,,104.0
182,299,English Lessons,english-language,3/12/2015 16:21,08:27.3,English Lessons language lesson tuition tutor english tutor teacher language teacher guru bahasa inggeris learn english class speak english writing speaking speech grammar spelling ,,t,,299.0
183,60,Event / Party Cleanup,event-party-cleanup,1/11/2014 21:25,04:46.6,Event / Party Cleanup Home House Office Office Block Office Lot Office Building Shop Shop Lot Menara Work Workspace Working Place Working Area Parties Celebration Cleanup Washing Washout Tidy Housekeep Housekeeping Room Maintain Maintenance Scrub Scrubbing Upkeep Build Building Building Cleaning Dirt Dirty Kotor Waste Disposal One One Off One Time One Time Clean Complete Complete Cleaning Big Big Clean Big Cleaning Cleanup Mess Messy Arrange Organize Group Stain Stain Cleaning Mop Mopping Wipe Wiping Dust Dusty Cleaning Cleaners Professional Cleaners ,,t,,60.0
184,243,Event Decoration,event-decoration,3/12/2015 16:21,04:46.6,Event Decoration  ,8/12/2016 6:37,f,,243.0
185,105,Event Hair & Makeup,event-hair-makeup,12/11/2014 0:01,13:20.2,Event Hair & Makeup Event Hair & Makeup Event Makeup & Hairstyling Event Makeup and Hair Event Makeup Hair Event Hair Makeup Makeup Hairstyling Makeup Hairstyle Makeup and Hairstyling Makeup and Hairstyle Make Event Makeup Event Function Occasion One Off Hair Style Braiding Wedding Bridal Marriage Fashion Show Engagement Registration Of Marriage Pre Wedding Photo Video Shoot Party Corporate Event Other Events Hair Extensions Custom Hair Pieces False Eyelashes Tiara Eyebrow Shaping Body Shimmer Body Foundation Makeup Primer Dress Changing Saree Draping Henna Tattooing Look Model Photoshoot Artist Draw Products Makeup Beautiful Beautify Beauty Color Primer Event Hair Styling Hairstyle Hairstyling Lunch Evening Dinner Reception,,t,f,272.0
186,536,Event Hair & Makeup (Hotchums),event-hair-makeup-hotchums,35:39.4,35:54.1,Event Hair & Makeup (Hotchums),,f,,272.0
187,535,Event Hair & Makeup (Ivy Foong Makeup),event-hair-makeup-ivy-foong-makeup,31:54.7,32:43.0,Event Hair & Makeup (Ivy Foong Makeup),,f,,272.0
188,537,Event Hair & Makeup (Jessic JY Professional Makeup Studio),event-hair-makeup-jessic-jy-professional-makeup-studio,38:30.6,38:40.2,Event Hair & Makeup (Jessic JY Professional Makeup Studio),,f,,272.0
189,538,Event Hair & Makeup (Vetta Enterprise),event-hair-makeup-vetta-enterprise,39:44.9,39:55.1,Event Hair & Makeup (Vetta Enterprise),,f,,272.0
190,77,Event Hair Styling,event-hair-styling,1/11/2014 21:25,04:46.6,Event Hair Styling Hairstyling Hairstyle Event Function Occasion One Off Hair Style Braiding Wedding Bridal Marriage Fashion Show Engagement Registration Of Marriage Pre Wedding Photo Video Shoot Party Corporate Event Other Events Hair Extensions Custom Hair Pieces False Eyelashes Tiara Eyebrow Shaping Look Artist Hairdresser Model Beautiful Beautify Beauty Color Primer Event Hair Styling Hairstyle Hairstyling Lunch Evening Dinner Reception ,8/12/2016 6:37,f,,77.0
191,250,Event Lighting,lighting,3/12/2015 16:21,32:43.0,Event Lighting  Lighting Spotlight Deco Fairy Lights,,f,,250.0
192,87,Event Makeup,event-makeup,1/11/2014 21:25,04:46.6,Event Makeup Event Function Occasion One Off Hair Style Braiding Wedding Bridal Marriage Fashion Show Engagement Registration Of Marriage Pre Wedding Photo Video Shoot Party Corporate Event Other Events Hair Extensions Custom Hair Pieces False Eyelashes Tiara Eyebrow Shaping Body Shimmer Body Foundation Makeup Primer Dress Changing Saree Draping Henna Tattooing Look Model Photoshoot Artist ,8/12/2016 6:39,f,,87.0
193,150,Event Photography,event-photography,26/7/2015 11:51,04:46.6,Event Photography,26/7/2015 13:15,f,,51.0
194,244,Event Planner,event-planner,3/12/2015 16:21,10:24.8,Event Planner Small Parties birthday parties wedding 1st birthday party first birthday party baby party babies party children birthday party celebration decoration,,f,f,244.0
195,271,Event Space,event-space,3/12/2015 16:21,04:46.6,Event Space  ,8/12/2016 6:39,f,,271.0
196,245,"Event Space - Event Site, Ballroom, Garden",event-space-event-site-ballroom-garden,3/12/2015 16:21,04:46.6,"Event Space - Event Site, Ballroom, Garden  ",8/12/2016 6:41,f,,245.0
197,246,Event Space - Meeting Room,event-space-meeting-room,3/12/2015 16:21,04:46.6,Event Space - Meeting Room  ,8/12/2016 6:41,f,,246.0
198,151,Event Videography,event-videography,26/7/2015 11:56,04:46.6,Event Videography,26/7/2015 13:15,f,,55.0
199,51,Events Photography,events-photography,1/11/2014 21:25,10:26.6,Events Photography Photographer Picture Image Ceremonies Portraits Portraiture Beach Casual Elegant Simple Indoor Outdoor Photo Edits Photo Album Photo Printing Album Printing Photo Frame Picture Frame Family Group Friends Studio Studio Photograph Candid Photograph Corporate Party Award Ceremony Roadshow Show Celebration Celebrate Fashionshow Fashion Show Modelling Catwalk Birthday Corporate Function Reunion Kids Party Capture Moment Professional Photographer ,,t,,51.0
200,55,Events Videography,events-videography,1/11/2014 21:25,04:46.6,Events Videography Videographer Picture Image Ceremonies Portraits Portraiture Beach Casual Elegant Simple Indoor Outdoor Video Edits Family Group Friends Studio Corporate Party Award Ceremony Roadshow Show Celebration Celebrate Fashionshow Fashion Show Modelling Catwalk Birthday Corporate Function Reunion Kids Party Capture Motion Recording Moment ,,t,,55.0
201,360,"Extreme Sports - Skating, Bmx, Roller-Blading",extreme-sports-skating-bmx-roller-blading,3/12/2015 16:21,04:46.6,"Extreme Sports - Skating, Bmx, Roller-Blading  ",8/12/2016 6:41,f,,360.0
202,261,Facial,facial,3/12/2015 16:21,04:46.6,Facial  ,8/12/2016 6:41,f,,261.0
203,145,Family Celebration Videograhy,family-celebration-videograhy,11/7/2015 5:21,04:46.6,Family Celebration Videograhy,26/7/2015 11:26,f,,145.0
204,139,Family Portrait Photography,family-portrait-photography,10/7/2015 3:45,04:46.6,Family Portrait Photography,,t,,51.0
205,29,Fan Installation,fan-installation,1/11/2014 21:25,09:48.4,Fan Installation New Fan Install Fan Ceiling Fan Wall Fan Fit In Fan Put In Fan Electrician Fan Man Electrical Kipas No Fan Kontraktor Juruelektrik General Handyman General Contracting Handyman Handyman Contractor,,t,f,34.0
206,638,Fan Installation  (Exhibition),fan-installation-exhibition-fb33e6d2-299d-49d9-b977-c7e635078bb9,15:40.2,16:08.1,Fan Installation New Fan Install Fan Ceiling Fan Wall Fan Fit In Fan Put In Fan Electrician Fan Man Electrical Kipas No Fan Kontraktor Juruelektrik,,f,f,34.0
207,634,Fan Installation (Exhibition),fan-installation-exhibition,35:28.7,10:02.5,Fan Installation New Fan Install Fan Ceiling Fan Wall Fan Fit In Fan Put In Fan Electrician Fan Man Electrical Kipas No Fan Kontraktor Juruelektrik,10:02.5,f,f,34.0
208,658,Fan Installation (Voucher),fan-installation-voucher,27:07.6,27:23.2,Fan Installation,,f,f,34.0
209,487,Fan Repair,fan-repair-72889355-8e0d-404e-87e4-4406006592d8,3/4/2017 10:24,10:22.1,Fan Repair  Fan Repair Home Appliance Kipas Ceiling Table,,f,,487.0
210,30,Fan Repair archived,fan-repair,1/11/2014 21:25,04:46.6,Fan Repair Ceiling Fan Wall Fan Fan Noisy Noisy Fan Making Noises Not Spinning Fan Spoil Fan Broken Broken Fan Spoiled Fan Cannot Turn On Does Not On Electrician Electrical Kipas Rosak Trip Noisy Fan Fix Fan Repair Fan Fan Man Fan Expert Kontraktor Juruelektrik ,21/1/2015 16:29,f,,30.0
211,316,Fashion Design,fashion-design,3/12/2015 16:21,04:46.6,Fashion Design  ,8/12/2016 6:42,f,,316.0
212,138,Fashion Photogpraphy,fashion-photogpraphy,10/7/2015 3:44,04:46.6,Fashion Photogpraphy,26/7/2015 11:26,f,,138.0
213,79,Fashion Show Hair Styling,fashion-show-hair-styling,1/11/2014 21:25,04:46.6,Fashion Show Hair Styling Fashion Show Model Event Function Hair Extensions Custom Hair Pieces False Eyelashes Hair Style Style Hairdresser Style Look ,8/12/2016 6:42,f,,77.0
214,89,Fashion Show Makeup,fashion-show-makeup,1/11/2014 21:25,04:46.6,Fashion Show Makeup Makeup Fashion Show Model Event Function Special Occasion Hair Extensions Custom Hair Pieces False Eyelashes Tiara Eyebrow Shaping Body Shimmer Body Foundation Makeup Primer Dress Changing Saree Draping Henna Tattooing Artist ,8/12/2016 6:42,f,,87.0
215,159,Fence Installation,fence-installaton,3/12/2015 16:21,04:46.6,Fence Installaton  ,8/12/2016 6:42,f,,34.0
216,317,Film making,film-making,3/12/2015 16:21,04:46.6,Filmaking  ,8/12/2016 6:42,f,,317.0
217,73,Firming / Toning,firming-toning,1/11/2014 21:25,04:46.6,Firming / Toning,8/12/2016 6:48,f,,73.0
218,497,Floor Polishing,floor-polishing,3/4/2017 12:23,10:32.8,Floor Polishing  Floor Polishing Waxing Shine Polish,,t,,497.0
219,23,Flooring Installation,flooring-installation,1/11/2014 21:25,48:57.9,Flooring Installation Floor New Floor Floor Install Refloor Flooring Expert Floor Expert Floor Contractor Floor Designer Flooring Service Floor Man Wood Flooring Laminate Flooring Floor Installation Floor Repair Lantai Baru Tukang Lantai Kontraktor Lantai Floor Guy Solid Wood Floors Laminate Floor Concrete Floor Tiling Vinyl Flooring Dining Room Floor Living Room Floor Bathroom Floor Bedroom Floor House Floor Kitchen Floor New Dining Room Floor New Kitchen Floor New Bedroom Floor New Bathroom Floor New House Floor Contractor Floor Broken Floor Damage Floor Repair Floor Fix Floor Floor Repair Floor Repairman Repair  Leaking Floor Repair Cracked Floor Repair Laminate Floor Repair Wood Floor Repair Tiles Polish Floor Repair Vinyl Floor Lantai Rosak Servis Lantai General Contracting Handyman,,t,,34.0
220,24,Flooring Repair / Replacement,flooring-repair-replacement,1/11/2014 21:25,17:05.7,Flooring Repair Replace replacing replacement change changing tukar Floor New Floor Floor Install Refloor Flooring Expert Floor Expert Floor Contractor Floor Designer Flooring Service Floor Man Wood Flooring Laminate Flooring Floor Installation Floor Repair Lantai Baru Tukang Lantai Kontraktor Lantai Floor Guy Solid Wood Floors Laminate Floor Concrete Floor Tiling Vinyl Flooring Dining Room Floor Living Room Floor Bathroom Floor Bedroom Floor House Floor Kitchen Floor New Dining Room Floor New Kitchen Floor New Bedroom Floor New Bathroom Floor New House Floor Contractor Floor Broken Floor Damage Floor Repair Floor Fix Floor Floor Repair Floor Repairman Repair  Leaking Floor Repair Cracked Floor Repair Laminate Floor Repair Wood Floor Repair Tiles Polish Floor Repair Vinyl Floor Lantai Rosak Servis Lantai General Handyman General Contracting Handyman Handyman Contractor,,t,f,24.0
221,247,Florist,florist,3/12/2015 16:21,36:44.2,Florist,,f,,247.0
222,152,Fogging,fogging,9/10/2015 7:58,04:46.6,"Fogging  mosquito, fogging, dengue, denggi, ",8/12/2016 6:48,f,,152.0
223,284,Food Photography,food-photography,3/12/2015 16:21,04:46.6,Food Photography  ,8/12/2016 6:48,f,,51.0
224,285,Food Videography,food-videography,3/12/2015 16:21,04:46.6,Food Videography  ,8/12/2016 6:48,f,,55.0
225,361,Football Training,football-training,3/12/2015 16:21,04:46.6,Football Training  ,8/12/2016 6:51,f,,361.0
226,591,Fotografi Potret Keluarga,fotografi-potret-keluarga,22:24.1,22:24.1,Fotografi Potret Keluarga,,f,,591.0
227,223,Freelance Accountant,freelance-accountant,3/12/2015 16:21,08:28.9,Freelance Accountant  ,,t,,223.0
228,564,Freelance Accountant (Office),freelance-accountant-office,18:37.0,18:37.0,Freelance Accountant (Office),,f,,564.0
229,224,Freelance Bookeeper,freelance-bookeeper,3/12/2015 16:21,10:29.1,Freelance Bookeeper  ,,t,,224.0
230,563,Freelance Bookkeeper (Office),freelance-bookkeeper-office,41:51.5,41:51.5,Freelance Bookkeeper (Office),,f,,563.0
231,394,Freelance Writer,freelance-writer,2/7/2016 6:32,04:46.6,Freelance Writer  Writer Freelance Writer Writing Copy Writer Copy Writing Content Writer Proofreading,,t,,394.0
232,300,French Language,french-language,3/12/2015 16:21,28:11.5,French Language,,f,,300.0
233,417,Full Set Sofa Cleaning (1+2+3 seater),full-set-sofa-cleaning-1-2-3-seater,7/11/2016 6:35,00:29.0,Full Set Sofa Cleaning (1+2+3 seater),,f,,515.0
234,492,Furniture Assembly,furniture-assembly,3/4/2017 11:33,50:52.7,Furniture Assembly  Furniture Assembly Installation Builder Put together,,f,,492.0
235,160,Gardening,gardening,3/12/2015 16:21,04:46.6,Gardening  ,8/12/2016 6:56,f,,160.0
236,18,Gate / Autogate Installation,gate-autogate-installation,1/11/2014 21:25,15:37.4,Gate / Autogate Installation Install Gate New Gate Fix Gate Gate Fixer Front Gate Electrician Gate Man Autogate Man Auto Gate Technician Gate Expert Remote Control Gate Install Remote Control Gate Repair Auto Gate Repair Remote Control Gate Fix Remote Control Gate Main Gate Steel Gate Aluminium Gate Metal Gate Remote Control Gate Man Electrician Gate Automatik Pintu Automatik Gerbang Gerbang Automatik Automatik Gate Pintu Besar Pintu Besar Automatik General Handyman General Contracting Handyman Handyman Contractor,,t,f,34.0
237,19,Gate / Autogate Repair,gate-autogate-repair,1/11/2014 21:25,15:46.3,Gate / Autogate Repair Auto Gate Cannot Close Gate Cannot Close Gate Spoil Auto Gate Spoil Fix My Auto Gate Repair My Auto Gate Auto Gate Repair My Gate Is Broken Gate Rosak Auto Gate Rosak Pintu Besar Rosak Baiki Gate Automatik Broken Gate Baiki Gate Rosak Gate Broken Remote Control Repair Remote Control Gate Broken Auto Gate Broken Auto Gate Repair Electrician General Handyman General Contracting Handyman Handyman Contractor,,t,f,19.0
238,545,General Cleaning (Office),general-cleaning-office,48:05.4,50:03.5,General Cleaning (Office),,f,,545.0
239,106,General contracting / Handyman,general-contracting-handyman,12/11/2014 0:36,18:32.0,General contracting / Handyman  Sawtodd jobtmaintaintupkeeptfix uptdiythandypersonthomefixthardwarettdigtdamagethackthacking,,t,f,106.0
240,610,General Handyman,general-handyman,35:19.3,06:38.5,General contracting / Handyman  Sawtodd job maintain upkeeptfix up diy handyperson homefixthardwaretdigtdamage hack hacking,,f,,610.0
241,74,General Health Training / Improvement,general-health-training-improvement,1/11/2014 21:25,04:46.6,General Health General Health Gym Exercise Fit Cardio Fitness Personal Trainer Instructor Health Lose Weight Training Sports Coach Running Athletic Slimming Trainer Lose Weight Get Fit Weight Loss train improve better wellness,8/12/2016 6:58,f,,74.0
242,566,General House Cleaning,general-house-cleaning,17:14.7,00:01.9,clean cleaning Residential Cleaning services keeping Home House Wash Washing part time maid partttime cleaning Washout Tidy Housekeep Housekeeping Room Maintain Maintenance Iron Ironing Scrub Scrubbing Upkeep Build Building Building Cleaning Stain Stain Cleaning Dirt Dirty Kotor Disposal Cleanup Mess Messy Arrange Organize Dry Dry Clean Dry Cleaning Vacuum Mop Mopping Wipe Wiping Dust Dusty Home Clean Home Cleaning House Clean House Cleaning Professional Cleaning Cleaners,,f,,522.0
