user_id,service_type_id,count
759,126,1
768,57,1
771,52,1
774,51,1
775,53,1
775,57,1
780,102,1
783,57,2
783,59,1
787,5,1
787,19,1
787,23,1
787,24,4
788,59,1
799,6,1
799,33,2
799,508,2
807,2,1
807,11,1
807,522,1
819,57,1
819,58,1
827,22,1
827,106,1
827,400,1
839,108,1
849,1,2
849,33,1
849,57,5
856,1,1
856,6,1
856,512,1
859,234,1
880,1,1
880,31,2
884,57,1
885,52,1
886,6,1
886,33,1
917,1,1
917,15,2
917,48,1
917,53,1
917,57,1
917,102,1
936,33,1
936,57,2
936,58,1
936,106,1
936,108,1
936,115,1
936,415,1
936,432,1
953,3,1
953,7,1
953,33,1
953,55,1
953,57,2
953,58,1
953,63,1
953,78,1
953,96,1
953,103,1
953,110,1
953,126,1
953,164,1
955,48,1
968,31,1
968,480,1
972,57,1
972,58,2
972,522,1
974,57,1
991,56,1
1035,508,1
1036,53,2
1036,480,1
1036,508,1
1053,104,1
1055,1,1
1056,44,1
1064,6,1
1064,10,1
1064,33,4
1077,1,1
1077,2,2
1077,7,1
1082,8,1
1101,33,1
1104,33,1
1148,1,1
1148,48,1
1148,60,1
1148,67,1
1148,73,3
1149,3,1
1149,22,1
1149,27,1
1149,58,1
1149,59,1
1158,3,1
1158,4,1
1158,6,1
1158,8,1
1158,9,1
1158,15,2
1158,27,1
1158,29,1
1158,48,1
1158,57,2
1158,104,1
1158,105,1
1158,112,1
1158,133,1
1158,253,1
1159,2,1
1159,3,1
1159,6,1
1159,10,1
1159,11,1
1159,15,3
1159,20,4
1159,25,1
1159,29,1
1159,33,1
1159,44,2
1159,52,1
1159,53,1
1159,55,1
1159,106,1
1159,109,1
1159,113,3
1159,125,1
1159,223,1
1159,225,2
1159,234,4
1159,255,2
1159,517,1
1159,522,3
1160,3,2
1160,33,3
1160,57,5
1160,59,3
1160,108,1
1160,125,1
1160,374,1
1160,522,1
1161,1,4
1161,4,1
1161,9,1
1161,10,1
1161,23,1
1161,28,1
1161,33,2
1161,52,1
1161,125,4
1161,126,5
1161,153,1
1161,223,1
1161,299,2
1161,441,1
1161,508,2
1161,557,1
1166,22,1
1166,44,1
1166,386,1
1167,33,1
1167,48,1
1167,53,1
1167,57,1
1167,59,1
1167,104,1
1167,248,1
1167,384,1
1167,546,1
1168,5,1
1168,57,1
1168,109,1
1168,379,1
1169,1,1
1169,31,1
1169,57,2
1169,442,1
1169,522,1
1171,22,1
1223,1,1
1223,57,1
1226,126,1
1226,182,1
1238,20,1
1258,6,1
1258,126,1
1265,399,1
1267,1,2
1267,2,1
1267,31,1
1267,520,2
1268,57,1
1276,33,1
1278,1,1
1278,2,1
1278,7,1
1278,27,1
1278,33,1
1278,52,1
1278,57,1
1278,58,1
1280,153,1
1288,57,1
1293,2,1
1293,6,1
1293,29,1
1293,57,1
1300,105,1
1305,126,1
1314,1,5
1314,3,1
1314,6,1
1314,33,1
1314,108,1
1314,508,2
1330,58,1
1399,57,1
1422,12,1
1424,28,1
1424,57,2
1425,59,1
1430,57,1
1436,1,2
1436,8,3
1436,10,1
1436,11,2
1436,20,1
1436,27,1
1436,44,2
1436,46,1
1436,52,3
1436,56,1
1436,106,1
1436,225,2
1436,374,1
1436,394,1
1436,522,2
1537,108,1
1549,57,1
1550,44,1
1571,15,1
1579,135,1
1581,1,3
1581,22,1
1581,57,3
1581,110,1
1581,120,1
1582,3,1
1582,11,2
1582,57,1
1582,106,2
1582,234,1
1585,1,2
1585,3,1
1585,6,2
1585,8,1
1585,10,1
1585,11,1
1585,20,2
1585,22,3
1585,23,1
1585,106,1
1585,205,1
1585,208,1
1585,224,1
1585,382,1
1585,393,1
1585,494,1
1585,497,1
1585,508,1
1587,244,1
1588,33,1
1588,126,3
1593,6,1
1593,22,2
1598,2,1
1598,3,1
1598,6,2
1598,7,1
1598,14,1
1598,15,2
1598,59,1
1598,106,2
1598,139,1
1598,255,1
1600,44,1
1604,25,1
1604,33,1
1604,52,1
1604,57,3
1604,58,1
1604,59,3
1604,102,1
1604,108,1
1604,223,1
1607,106,1
1615,31,1
1615,57,2
1625,63,1
1646,5,1
1646,50,2
1646,57,2
1662,58,1
1665,1,1
1665,115,1
1665,164,1
1666,34,1
1666,59,1
1666,61,1
1667,1,1
1667,3,1
1667,6,1
1667,11,1
1667,21,1
1667,120,1
1667,510,1
1667,512,1
1671,22,1
1687,108,1
1689,21,2
1689,22,1
1690,1,1
1692,5,1
1699,1,1
1700,4,1
1703,32,1
1711,57,1
1713,1,2
1713,6,1
1713,11,2
1713,29,1
1713,31,1
1713,33,3
1713,57,1
1714,1,1
1721,3,1
1724,57,1
1731,51,1
1743,33,1
1751,15,1
1767,33,1
1767,57,2
1767,59,1
1769,513,1
1769,522,1
1770,434,1
1770,456,1
1772,6,1
1772,10,1
1772,33,1
1789,123,1
1790,442,1
1796,522,1
1803,33,1
1803,57,4
1803,59,1
1803,102,1
1803,126,1
1804,106,1
1815,22,1
1817,6,1
1820,120,1
1822,1,1
1826,57,1
1837,59,1
1837,112,1
1840,57,1
1840,58,4
1840,59,1
1840,460,1
1844,1,1
1844,17,1
1844,18,1
1844,22,2
1844,33,1
1844,57,3
1844,58,1
1844,102,1
1844,108,1
1844,234,1
1844,379,1
1844,394,1
1844,522,3
1845,1,2
1845,2,1
1845,7,1
1845,11,1
1845,22,3
1845,33,1
1845,44,1
1845,49,1
1845,57,4
1845,59,1
1845,61,1
1845,65,2
1845,101,1
1845,102,2
1845,112,1
1845,115,1
1845,153,1
1845,180,1
1845,226,1
1853,22,1
1856,22,1
1856,45,1
1856,47,1
1856,103,1
1864,59,1
1866,2,1
1866,3,1
1866,22,1
1866,57,3
1866,109,1
1866,153,2
1871,2,1
1878,2,1
1878,15,1
1878,33,3
1878,131,1
1878,135,1
1880,57,1
1880,59,1
1880,61,1
1882,29,2
1882,44,1
1882,57,3
1882,59,1
1882,61,1
1882,109,1
1882,112,1
1883,57,2
1888,21,1
1888,33,2
1894,1,1
1896,23,1
1896,34,1
1899,2,1
1900,57,2
1905,1,2
1905,11,2
1905,17,1
1905,20,1
1905,24,1
1905,180,1
1905,223,1
1906,522,1
1912,31,1
1912,34,1
1912,106,1
1919,109,1
1920,57,1
1920,96,1
1920,114,1
1924,33,1
1924,57,2
1930,8,1
1946,5,1
1946,21,1
1946,508,1
1954,1,2
1954,33,4
1954,74,1
1954,164,2
1955,2,1
1959,3,2
1959,102,1
1974,120,1
1974,125,1
1978,2,3
1978,3,7
1978,44,2
1978,57,1
1978,508,1
1978,513,1
1978,522,1
1978,617,9
2062,15,1
2062,65,1
2062,497,1
2062,508,2
2062,517,1
2070,434,1
2093,2,2
2093,49,1
2093,54,1
2093,102,1
2112,33,1
2112,57,7
2112,63,1
2112,102,2
2112,120,1
2112,164,1
2160,1,2
2160,2,2
2160,3,1
2160,29,1
2160,33,1
2160,34,1
2160,57,5
2160,59,3
2160,63,1
2160,102,2
2160,126,1
2160,156,1
2160,384,1
2160,399,1
2160,441,1
2168,57,1
2170,52,1
2171,57,2
2171,522,1
2174,57,1
2185,22,1
2187,2,1
2189,57,1
2198,442,1
2203,120,1
2204,22,1
2206,102,3
2206,115,1
2206,120,2
2212,29,1
2212,59,2
2226,126,1
2230,105,1
2232,115,1
2237,1,1
2239,57,1
2239,59,2
2239,63,1
2239,112,1
2239,424,1
2239,432,1
2239,442,1
2239,445,1
2241,31,1
2241,48,1
2241,105,2
2250,51,1
2253,57,1
2253,67,1
2260,105,1
2260,110,1
2261,12,1
2271,1,1
2271,57,1
2271,102,1
2271,508,1
2271,510,2
2277,55,1
2277,57,1
2285,34,1
2285,57,2
2285,58,2
2296,1,1
2297,115,1
2313,1,2
2313,3,1
2313,18,2
2313,22,1
2313,27,1
2313,31,1
2313,32,1
2313,57,1
2313,59,1
2313,106,4
2313,109,1
2313,113,2
2313,125,1
2313,524,1
2313,525,1
2315,126,1
2338,3,1
2338,6,1
2338,15,1
2338,23,1
2338,29,1
2338,57,1
2340,57,1
2340,115,1
2343,102,2
2345,57,1
2348,6,1
2348,28,1
2348,57,4
2348,65,1
2348,386,1
2356,120,1
2358,6,1
2364,120,1
2365,57,8
2370,57,1
2372,17,1
2372,33,1
2372,102,2
2372,115,1
2372,126,1
2374,28,1
2374,106,1
2378,74,1
2387,4,1
2387,18,1
2391,1,2
2391,2,1
2391,3,1
2391,6,2
2391,11,1
2391,19,3
2391,27,6
2391,28,2
2391,29,1
2391,33,1
2391,57,4
2391,59,5
2391,103,1
2391,106,1
2391,108,2
2391,113,1
2391,117,1
2391,124,3
2391,126,1
2391,153,2
2391,177,1
2391,299,1
2391,415,1
2391,441,4
2391,494,2
2391,512,1
2391,522,6
2398,6,2
2398,57,3
2399,15,1
2400,27,1
2405,7,1
2418,115,1
2419,52,2
2427,33,1
2427,61,1
2428,125,1
2444,508,1
2445,126,1
2448,1,1
2448,8,1
2448,17,1
2449,33,4
2449,104,1
2451,108,1
2452,57,1
2452,374,1
2454,57,1
2461,59,1
2468,58,1
2468,102,1
2473,6,1
2475,33,5
2479,17,1
2480,115,1
2484,3,1
2484,22,1
2484,106,2
2488,58,1
2488,524,1
2489,60,1
2490,33,1
2494,442,1
2506,1,1
2508,15,1
2512,22,1
2514,3,1
2514,106,1
2514,109,1
2531,65,1
2531,374,1
2531,508,1
2532,103,1
2533,59,1
2545,7,2
2545,125,1
2545,154,1
2546,22,1
2546,102,1
2550,48,1
2552,1,2
2552,3,4
2552,6,1
2552,10,2
2552,23,2
2552,27,1
2552,44,1
2552,106,1
2552,109,1
2552,255,1
2552,406,1
2552,510,2
2552,524,1
2561,23,1
2562,23,1
2562,58,1
2565,106,1
2571,22,1
2577,57,1
2580,59,1
2580,61,1
2580,102,1
2593,474,1
2596,106,1
2600,2,2
2600,3,3
2600,22,1
2600,33,2
2600,57,2
2600,58,1
2600,59,2
2600,102,2
2600,153,1
2601,33,1
2614,1,1
2614,117,1
2619,600,1
2619,612,2
2624,475,1
2626,134,1
2628,4,1
2628,15,1
2628,57,2
2628,102,1
2628,103,1
2628,126,1
2628,403,1
2635,22,1
2635,44,1
2635,376,1
2638,2,1
2638,33,1
2638,508,1
2641,61,1
2644,2,1
2644,7,1
2644,8,1
2644,10,1
2647,6,2
2647,11,1
2647,113,1
2648,22,1
2657,57,1
2658,57,1
2658,65,1
2658,105,1
2658,112,1
2658,147,1
2677,1,1
2677,90,1
2677,125,2
2677,135,1
2684,102,1
2704,65,2
2719,508,1
2724,58,1
2729,49,1
2742,10,1
2742,59,1
2742,105,1
2742,115,1
2745,1,1
2745,33,4
2745,106,1
2745,164,1
2745,480,1
2746,1,4
2746,2,1
2746,6,1
2746,8,1
2746,9,2
2746,11,1
2746,33,1
2746,510,1
2749,12,1
2749,110,1
2749,508,1
2749,522,1
2751,3,1
2751,5,1
2751,103,1
2751,106,1
2751,154,1
2751,495,1
2755,7,2
2755,61,1
2758,1,1
2758,11,1
2758,34,1
2758,57,1
2758,110,1
2759,57,1
2759,517,1
2763,1,4
2763,3,1
2763,6,1
2763,19,1
2763,29,2
2763,32,1
2763,33,3
2763,57,2
2763,59,1
2763,106,2
2763,114,2
2763,164,2
2763,267,1
2763,379,2
2763,382,2
2763,394,1
2763,441,1
2763,476,1
2763,522,3
2765,27,1
2765,57,2
2766,153,1
2772,2,1
2772,22,1
2775,11,1
2775,15,1
2775,27,1
2775,31,1
2775,33,1
2775,109,1
2775,110,1
2775,113,1
2775,125,1
2775,126,1
2776,57,2
2776,59,1
2776,96,2
2776,104,1
2776,105,3
2776,379,1
2776,522,4
2777,34,2
2779,1,3
2779,25,1
2779,33,1
2779,57,4
2779,60,1
2779,114,1
2779,117,1
2779,399,1
2782,1,1
2782,223,1
2783,102,1
2783,103,1
2783,522,1
2784,57,1
2785,22,2
2785,102,1
2785,106,1
2786,6,1
2786,18,1
2788,44,1
2790,1,3
2790,33,2
2790,164,6
2791,28,1
2794,5,1
2794,14,1
2794,28,1
2797,33,1
2799,33,2
2800,33,1
2804,442,1
2812,34,1
2812,57,1
2818,61,1
2820,23,1
2820,397,1
2828,57,4
2828,96,1
2828,102,2
2828,441,1
2831,115,1
2831,119,1
2835,59,1
2835,61,7
2835,63,4
2835,234,1
2835,255,1
2835,417,1
2837,3,1
2837,15,1
2837,33,2
2837,44,2
2837,57,1
2837,112,1
2840,113,1
2841,33,2
2841,57,4
2841,102,2
2841,109,1
2841,206,1
2841,442,1
2852,1,1
2852,2,1
2852,57,1
2852,59,1
2853,2,1
2853,3,1
2853,11,2
2853,23,1
2853,25,1
2853,59,1
2853,106,2
2853,108,1
2853,494,1
2863,5,1
2863,17,1
2864,1,2
2864,33,1
2868,1,1
2868,3,1
2868,6,1
2868,12,1
2868,28,1
2868,33,1
2868,57,1
2868,113,1
2868,115,2
2868,156,1
2868,164,2
2870,8,1
2876,15,1
2879,57,2
2880,1,1
2880,2,1
2883,129,1
2883,508,1
2884,57,2
2896,1,2
2896,19,1
2896,57,3
2896,164,2
2901,33,1
2904,106,1
2905,34,1
2905,57,10
2905,114,1
2905,421,2
2906,115,1
2914,6,1
2914,27,1
2915,1,1
2915,8,2
2915,10,2
2915,11,2
2915,15,1
2915,18,1
2915,20,1
2915,24,1
2915,25,1
2915,57,1
2915,59,1
2915,106,1
2915,109,1
2915,126,1
2915,206,1
2915,497,1
2924,3,2
2924,15,1
2924,22,1
2924,24,1
2924,120,2
2924,480,1
2924,508,1
2926,57,1
2926,102,1
2926,103,1
2926,225,1
2934,115,1
2936,23,1
2938,53,1
2938,115,1
2938,508,2
2939,33,1
2940,33,1
2955,44,1
2955,57,3
2955,59,2
2955,119,1
2955,155,1
2955,244,1
2955,247,1
2955,255,1
2955,384,3
2956,22,1
2959,57,1
2960,6,1
2960,15,1
2960,28,1
2960,33,3
2960,34,1
2960,52,1
2960,57,1
2960,59,1
2960,65,1
2960,115,1
2960,120,1
2960,397,1
2960,441,1
2960,508,1
2960,512,1
2960,610,1
2962,44,1
2963,29,1
2963,33,1
2963,34,1
2963,57,2
2963,65,1
2964,102,1
2968,105,1
2968,106,1
2981,59,1
2981,120,1
2986,1,1
2986,6,1
2986,28,1
2986,57,8
2986,115,1
2986,522,2
2987,1,1
2987,15,1
2987,28,1
2987,34,2
2987,57,2
2987,178,1
2987,299,1
2987,513,1
2987,520,1
2987,522,5
2987,636,1
2988,57,2
2990,57,3
2990,119,1
2990,522,17
2993,34,1
2993,57,4
2993,397,1
2993,522,1
2998,58,1
2998,102,1
2999,48,2
2999,512,1
3001,57,3
3001,59,1
3001,234,1
3001,244,1
3001,379,1
3001,522,1
3002,57,3
3002,115,1
3002,508,1
3002,522,1
3002,562,3
3002,568,1
3003,11,1
3003,15,2
3003,57,1
3003,58,1
3004,19,1
3004,522,1
3006,112,1
3011,3,1
3012,57,1
3013,57,1
3013,60,1
3014,1,1
3014,508,1
3015,31,1
3015,58,2
3016,1,1
3016,2,2
3016,3,2
3016,8,1
3016,10,1
3016,12,1
3016,15,2
3016,16,1
3016,24,3
3016,25,1
3016,27,1
3016,33,1
3016,59,1
3016,102,1
3016,106,3
3016,109,1
3016,110,2
3016,114,1
3016,115,1
3016,117,2
3016,235,1
3016,495,1
3016,497,3
3025,102,1
3025,116,1
3025,117,1
3026,1,2
3026,5,1
3026,106,2
3030,126,1
3031,33,1
3031,102,1
3032,21,2
3032,106,1
3034,130,2
3034,164,1
3040,59,1
3041,102,1
3042,57,1
3049,1,1
3049,110,1
3050,1,2
3050,6,3
3050,15,1
3050,22,2
3050,24,1
3050,25,1
3050,31,1
3050,33,4
3050,50,1
3050,61,1
3050,102,1
3050,106,1
3050,108,1
3050,110,1
3050,120,1
3050,125,1
3050,399,1
3050,508,1
3050,612,1
3050,637,1
3051,129,1
3052,59,1
3052,128,1
3053,129,1
3054,1,2
3054,6,1
3054,15,1
3054,22,1
3054,24,2
3054,33,1
3054,57,2
3054,61,2
3054,65,1
3054,131,1
3054,153,1
3054,374,1
3054,508,1
3054,517,1
3055,125,1
3056,6,1
3056,33,1
3056,106,2
3057,1,2
3057,3,1
3057,19,1
3057,115,1
3057,128,2
3057,512,1
3058,1,1
3058,6,1
3058,31,1
3058,57,1
3058,59,1
3058,102,1
3058,114,1
3058,126,2
3058,508,3
3060,23,1
3060,33,1
3060,114,1
3061,6,1
3062,57,1
3063,102,1
3063,103,2
3063,134,1
3066,106,1
3066,164,1
3067,3,1
3067,22,1
3067,34,1
3067,47,1
3067,125,1
3068,22,1
3068,156,1
3068,407,1
3069,1,1
3069,33,1
3069,57,6
3069,61,1
3069,106,1
3069,115,1
3069,119,1
3071,57,1
3072,115,1
3076,57,1
3077,3,1
3077,7,1
3078,34,1
3078,303,1
3079,1,1
3079,5,1
3079,6,1
3079,33,4
3079,153,1
3079,164,1
3079,441,1
3083,115,1
3085,226,1
3087,1,1
3087,5,2
3087,24,1
3087,106,1
3087,110,1
3089,57,1
3089,63,2
3089,102,1
3091,3,1
3091,27,1
3091,33,2
3091,57,6
3091,102,1
3091,612,1
3091,621,2
3091,636,4
3094,126,1
3098,114,1
3098,117,1
3099,24,2
3099,33,1
3099,113,1
3100,1,1
3100,22,1
3100,106,1
3100,109,1
3100,110,1
3100,237,2
3100,267,1
3104,522,1
3106,57,1
3109,57,1
3110,57,1
3110,522,1
3111,7,1
3111,28,1
3111,57,1
3111,102,1
3111,125,1
3113,6,1
3114,59,1
3117,33,1
3117,34,1
3117,57,1
3117,59,1
3117,508,1
3122,44,1
3122,59,1
3123,5,1
3123,11,1
3123,15,1
3123,19,1
3123,481,1
3123,508,1
3125,122,1
3126,1,2
3126,2,1
3126,6,1
3126,15,1
3126,19,1
3126,33,2
3126,34,2
3126,115,1
3126,125,1
3126,153,1
3126,305,3
3126,488,1
3132,34,1
3137,2,2
3137,102,1
3141,6,1
3141,106,2
3142,32,1
3143,3,1
3143,5,1
3143,8,1
3143,34,1
3143,117,1
3143,134,1
3145,117,1
3146,2,1
3148,24,1
3148,33,1
3148,108,1
3148,116,1
3148,128,1
3148,153,1
3151,114,1
3153,57,2
3157,3,1
3157,19,4
3157,25,1
3157,29,1
3157,57,1
3157,108,2
3157,110,1
3157,114,1
3157,117,1
3157,481,1
3157,508,1
3157,522,10
3159,33,3
3159,125,1
3160,57,1
3160,58,1
3161,27,1
3161,33,1
3161,51,1
3161,57,1
3169,105,1
3170,33,1
3170,66,1
3172,106,1
3176,33,1
3183,6,1
3183,12,1
3183,33,1
3183,57,2
3183,106,2
3183,115,1
3183,119,1
3183,493,2
3183,522,2
3183,595,1
3184,1,1
3186,4,1
3186,6,1
3186,19,1
3186,106,1
3186,441,1
3186,497,1
3188,113,1
3190,57,1
3191,33,1
3193,1,1
3193,3,1
3193,115,1
3194,57,1
3199,33,1
3199,57,7
3199,164,1
3199,508,1
3199,522,5
3202,2,1
3202,4,1
3202,6,2
3202,15,1
3202,50,1
3202,57,2
3202,59,1
3202,102,1
3204,57,2
3205,65,1
3207,57,1
3208,33,1
3208,57,1
3208,131,1
3213,1,1
3213,15,1
3213,153,1
3214,119,1
3214,522,1
3215,153,1
3216,33,1
3216,57,1
3217,2,1
3217,14,1
3217,25,1
3217,28,1
3217,34,1
3217,57,5
3217,65,1
3217,106,4
3217,115,1
3217,125,2
3217,126,1
3217,485,1
3217,519,1
3219,108,2
3220,33,1
3220,57,1
3221,63,2
3221,119,1
3223,1,1
3223,48,1
3224,1,2
3224,5,4
3224,6,1
3224,17,1
3224,18,1
3224,19,1
3224,106,1
3224,117,1
3224,175,1
3224,441,1
3225,11,1
3225,59,1
3229,11,1
3229,12,1
3229,15,1
3229,23,1
3229,24,2
3229,31,2
3230,27,1
3235,1,2
3239,33,1
3239,48,1
3239,57,3
3239,90,1
3239,114,2
3239,115,1
3239,237,1
3239,257,1
3239,508,1
3240,33,1
3240,45,1
3240,112,2
3241,106,1
3241,119,1
3242,20,1
3242,33,2
3242,57,3
3242,59,1
3242,63,1
3242,102,1
3247,1,1
3248,108,1
3248,164,1
3251,1,3
3251,6,2
3251,32,1
3251,33,1
3251,34,2
3251,57,4
3251,113,1
3251,115,1
3251,508,1
3251,522,1
3252,57,1
3252,101,1
3255,33,1
3256,48,2
3256,53,2
3257,6,1
3257,57,1
3258,50,1
3258,57,1
3258,96,1
3258,106,3
3258,108,1
3258,117,1
3258,119,2
3258,508,1
3258,524,1
3261,57,1
3262,10,1
3262,106,3
3264,120,1
3266,126,1
3267,57,1
3269,1,1
3269,106,1
3271,6,1
3271,15,1
3271,16,1
3271,17,2
3271,22,1
3271,27,1
3271,33,1
3271,114,1
3271,116,1
3274,1,1
3274,57,2
3274,119,2
3282,8,1
3282,61,1
3283,59,1
3285,32,1
3285,33,1
3286,28,1
3286,33,1
3287,15,1
3287,48,1
3287,53,3
3287,88,1
3291,57,1
3292,33,3
3292,44,1
3292,48,1
3292,53,1
3297,33,1
3297,102,1
3297,117,1
3297,223,1
3305,244,1
3306,60,1
3306,115,1
3306,120,1
3306,129,1
3307,1,1
3307,115,1
3308,1,2
3308,3,2
3308,6,1
3308,28,2
3308,57,1
3308,106,1
3308,164,2
3308,487,1
3308,522,2
3310,44,1
3312,57,1
3313,33,1
3313,57,1
3313,153,1
3314,28,1
3316,57,1
3318,1,1
3318,22,1
3318,25,2
3318,34,1
3318,57,4
3318,59,1
3318,403,1
3318,522,1
3320,57,1
3320,374,1
3321,34,1
3321,57,8
3321,114,1
3321,115,2
3321,117,1
3321,139,1
3322,11,1
3322,24,1
3322,508,1
3325,1,1
3325,2,1
3325,24,1
3325,33,1
3325,57,1
3325,58,1
3325,102,1
3325,103,1
3325,119,2
3327,6,1
3327,48,1
3333,57,2
3333,103,1
3333,112,1
3334,27,1
3334,57,2
3334,102,1
3336,57,1
3337,57,1
3337,103,1
3337,544,1
3340,57,1
3341,1,1
3341,3,1
3341,4,1
3341,11,1
3341,21,1
3341,23,1
3343,1,1
3343,6,2
3343,32,1
3343,33,6
3343,44,1
3343,57,1
3343,94,1
3345,77,1
3345,105,1
3345,131,1
3346,8,1
3346,33,1
3346,57,2
3347,1,2
3347,28,1
3347,33,4
3347,57,2
3347,164,1
3347,397,1
3349,57,1
3352,15,1
3353,58,1
3353,59,1
3357,57,2
3360,1,4
3361,15,2
3362,6,1
3366,255,1
3370,6,1
3371,6,1
3371,119,1
3378,34,1
3378,44,1
3380,1,2
3380,34,2
3382,1,2
3382,3,1
3382,57,2
3382,102,1
3382,131,2
3382,522,1
3386,1,1
3386,2,1
3386,34,1
3386,223,1
3386,382,1
3390,1,1
3390,3,1
3390,6,1
3390,28,1
3390,57,1
3390,106,1
3390,131,2
3391,57,3
3391,139,1
3392,28,2
3393,12,1
3395,57,1
3395,102,2
3396,57,2
3396,66,1
3396,115,1
3396,117,1
3397,1,1
3397,114,1
3399,19,1
3399,33,2
3407,31,1
3410,57,1
3410,115,1
3411,6,1
3411,33,3
3411,57,2
3411,115,2
3411,510,1
3412,22,1
3413,57,1
3414,1,1
3416,1,1
3416,117,1
3417,2,1
3417,57,1
3418,1,1
3421,57,2
3421,59,1
3423,1,2
3423,33,3
3423,57,3
3423,115,2
3423,116,2
3423,164,1
3424,57,12
3424,61,1
3424,115,1
3425,1,3
3425,28,3
3425,33,5
3425,57,2
3425,508,1
3425,522,3
3425,636,1
3426,1,1
3426,28,1
3426,33,2
3426,34,1
3426,57,8
3426,59,1
3426,102,1
3426,115,2
3426,178,1
3426,508,1
3426,512,1
3426,522,1
3428,508,1
3428,509,1
3429,1,3
3430,57,5
3431,29,1
3431,103,2
3432,116,1
3432,153,1
3433,57,1
3435,11,1
3436,59,2
3436,114,1
3437,5,1
3437,19,1
3437,31,1
3437,32,1
3437,33,1
3437,57,1
3437,106,1
3437,522,24
3439,23,1
3439,61,1
3440,149,1
3441,2,1
3441,25,1
3441,33,1
3441,55,1
3441,56,1
3441,57,8
3441,305,1
3441,383,1
3441,522,4
3443,61,1
3443,223,1
3443,480,1
3443,508,1
3447,1,1
3447,33,1
3447,34,1
3447,108,1
3447,443,1
3447,508,2
3447,568,1
3450,1,1
3450,2,1
3450,25,2
3450,27,1
3450,28,1
3450,57,1
3450,59,1
3450,164,3
3451,1,1
3451,102,1
3451,112,1
3452,59,2
3452,115,2
3452,153,1
3453,1,1
3453,19,1
3453,103,1
3454,15,3
3454,21,2
3454,27,1
3454,33,3
3454,51,1
3454,55,1
3454,57,2
3454,59,1
3454,63,2
3454,106,4
3454,153,1
3454,164,1
3454,235,1
3454,508,1
3455,33,3
3455,102,1
